User,Site,Passowrd Scheme,Mode,Start Time,Submit Time,End Time,Time to submit (s),Time to login (s)
ast424,wvacation,textrandom;az-6,enter,Mon Jul 25 2011 20:10:54 GMT-0400 (EDT),Mon Jul 25 2011 20:11:03 GMT-0400 (EDT),Mon Jul 25 2011 20:11:03 GMT-0400 (EDT),9,9
ast424,wvacation,textrandom;az-6,enter,Tue Jul 26 2011 20:34:33 GMT-0400 (EDT),Tue Jul 26 2011 20:34:42 GMT-0400 (EDT),Tue Jul 26 2011 20:34:42 GMT-0400 (EDT),9,9
ast424,wvacation,textrandom;az-6,enter,Fri Jul 29 2011 10:53:29 GMT-0400 (EDT),Fri Jul 29 2011 10:53:52 GMT-0400 (EDT),Fri Jul 29 2011 10:53:53 GMT-0400 (EDT),23,24
ast424,wvacation,textrandom;az-6,enter,Mon Aug 01 2011 21:50:59 GMT-0400 (EDT),Mon Aug 01 2011 21:51:08 GMT-0400 (EDT),Mon Aug 01 2011 21:51:08 GMT-0400 (EDT),9,9
ast426,studentlife,textrandom;az-6,enter,Mon Jul 25 2011 21:46:40 GMT-0400 (EDT),Mon Jul 25 2011 21:46:45 GMT-0400 (EDT),Mon Jul 25 2011 21:46:45 GMT-0400 (EDT),5,5
ast426,studentlife,textrandom;az-6,enter,Wed Jul 27 2011 22:28:39 GMT-0400 (EDT),Wed Jul 27 2011 22:28:41 GMT-0400 (EDT),Wed Jul 27 2011 22:28:42 GMT-0400 (EDT),2,3
ast426,studentlife,textrandom;az-6,enter,Thu Jul 28 2011 23:42:16 GMT-0400 (EDT),Thu Jul 28 2011 23:42:20 GMT-0400 (EDT),Thu Jul 28 2011 23:42:20 GMT-0400 (EDT),4,4
ast426,studentlife,textrandom;az-6,enter,Thu Jul 28 2011 23:42:25 GMT-0400 (EDT),Thu Jul 28 2011 23:42:28 GMT-0400 (EDT),Thu Jul 28 2011 23:42:28 GMT-0400 (EDT),3,3
ast426,studentlife,textrandom;az-6,enter,Mon Aug 01 2011 00:57:56 GMT-0400 (EDT),Mon Aug 01 2011 00:58:01 GMT-0400 (EDT),Mon Aug 01 2011 00:58:01 GMT-0400 (EDT),5,5
ast426,studentlife,textrandom;az-6,enter,Tue Aug 02 2011 00:05:33 GMT-0400 (EDT),Tue Aug 02 2011 00:05:39 GMT-0400 (EDT),Tue Aug 02 2011 00:05:40 GMT-0400 (EDT),6,7
ast426,studentlife,textrandom;az-6,enter,Tue Aug 02 2011 00:05:42 GMT-0400 (EDT),Tue Aug 02 2011 00:05:46 GMT-0400 (EDT),Tue Aug 02 2011 00:05:46 GMT-0400 (EDT),4,4
ast426,voteforyou,textrandom;az-6,enter,Mon Jul 25 2011 21:50:30 GMT-0400 (EDT),Mon Jul 25 2011 21:50:37 GMT-0400 (EDT),Mon Jul 25 2011 21:50:37 GMT-0400 (EDT),7,7
ast426,voteforyou,textrandom;az-6,enter,Wed Jul 27 2011 22:31:25 GMT-0400 (EDT),Wed Jul 27 2011 22:31:29 GMT-0400 (EDT),Wed Jul 27 2011 22:31:30 GMT-0400 (EDT),4,5
ast426,voteforyou,textrandom;az-6,enter,Wed Jul 27 2011 22:31:34 GMT-0400 (EDT),Wed Jul 27 2011 22:31:39 GMT-0400 (EDT),Wed Jul 27 2011 22:31:40 GMT-0400 (EDT),5,6
ast426,voteforyou,textrandom;az-6,enter,Wed Jul 27 2011 22:42:06 GMT-0400 (EDT),Wed Jul 27 2011 22:42:11 GMT-0400 (EDT),Wed Jul 27 2011 22:42:11 GMT-0400 (EDT),5,5
ast426,voteforyou,textrandom;az-6,enter,Thu Jul 28 2011 23:41:32 GMT-0400 (EDT),Thu Jul 28 2011 23:41:37 GMT-0400 (EDT),Thu Jul 28 2011 23:41:37 GMT-0400 (EDT),5,5
ast426,voteforyou,textrandom;az-6,enter,Thu Jul 28 2011 23:41:40 GMT-0400 (EDT),Thu Jul 28 2011 23:41:51 GMT-0400 (EDT),Thu Jul 28 2011 23:41:51 GMT-0400 (EDT),11,11
ast426,voteforyou,textrandom;az-6,enter,Thu Jul 28 2011 23:45:36 GMT-0400 (EDT),Thu Jul 28 2011 23:45:39 GMT-0400 (EDT),Thu Jul 28 2011 23:45:40 GMT-0400 (EDT),3,4
ast426,voteforyou,textrandom;az-6,enter,Fri Jul 29 2011 00:03:30 GMT-0400 (EDT),Fri Jul 29 2011 00:03:33 GMT-0400 (EDT),Fri Jul 29 2011 00:03:33 GMT-0400 (EDT),3,3
ast426,voteforyou,textrandom;az-6,enter,Mon Aug 01 2011 01:01:45 GMT-0400 (EDT),Mon Aug 01 2011 01:01:54 GMT-0400 (EDT),Mon Aug 01 2011 01:01:54 GMT-0400 (EDT),9,9
ast426,voteforyou,textrandom;az-6,enter,Mon Aug 01 2011 01:12:10 GMT-0400 (EDT),Mon Aug 01 2011 01:12:15 GMT-0400 (EDT),Mon Aug 01 2011 01:12:15 GMT-0400 (EDT),5,5
ast426,voteforyou,textrandom;az-6,enter,Tue Aug 02 2011 00:04:34 GMT-0400 (EDT),Tue Aug 02 2011 00:04:40 GMT-0400 (EDT),Tue Aug 02 2011 00:04:41 GMT-0400 (EDT),6,7
ast426,wvacation,textrandom;az-6,enter,Mon Jul 25 2011 21:41:49 GMT-0400 (EDT),Mon Jul 25 2011 21:41:54 GMT-0400 (EDT),Mon Jul 25 2011 21:41:54 GMT-0400 (EDT),5,5
ast426,wvacation,textrandom;az-6,enter,Mon Jul 25 2011 21:42:06 GMT-0400 (EDT),Mon Jul 25 2011 21:42:12 GMT-0400 (EDT),Mon Jul 25 2011 21:42:12 GMT-0400 (EDT),6,6
ast426,wvacation,textrandom;az-6,enter,Mon Jul 25 2011 21:48:45 GMT-0400 (EDT),Mon Jul 25 2011 21:48:53 GMT-0400 (EDT),Mon Jul 25 2011 21:48:54 GMT-0400 (EDT),8,9
ast426,wvacation,textrandom;az-6,enter,Wed Jul 27 2011 22:25:59 GMT-0400 (EDT),Wed Jul 27 2011 22:26:03 GMT-0400 (EDT),Wed Jul 27 2011 22:26:03 GMT-0400 (EDT),4,4
ast426,wvacation,textrandom;az-6,enter,Thu Jul 28 2011 23:44:21 GMT-0400 (EDT),Thu Jul 28 2011 23:44:24 GMT-0400 (EDT),Thu Jul 28 2011 23:44:24 GMT-0400 (EDT),3,3
ast426,wvacation,textrandom;az-6,enter,Mon Aug 01 2011 01:00:00 GMT-0400 (EDT),Mon Aug 01 2011 01:00:00 GMT-0400 (EDT),Mon Aug 01 2011 01:00:00 GMT-0400 (EDT),4,0
ast426,wvacation,textrandom;az-6,enter,Mon Aug 01 2011 01:00:10 GMT-0400 (EDT),Mon Aug 01 2011 01:00:22 GMT-0400 (EDT),Mon Aug 01 2011 01:00:22 GMT-0400 (EDT),12,12
ast426,wvacation,textrandom;az-6,enter,Tue Aug 02 2011 00:06:59 GMT-0400 (EDT),Tue Aug 02 2011 00:07:05 GMT-0400 (EDT),Tue Aug 02 2011 00:07:06 GMT-0400 (EDT),6,7
